email,hospital,country,message_id,sent_at
rosem.king@hmhn.org,Hackensack Meridian Health,USA,702a62b0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:55:35.587200
alycia.bencivengo@hmhn.org,Hackensack Meridian Health,USA,72697d40-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:55:39.356961
opebmc@hmhn.org,Hackensack Meridian Health,USA,74a674f0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:55:43.110722
opehackensackumc@hmhn.org,Hackensack Meridian Health,USA,7701f120-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:55:47.066376
opejsumc@hmhn.org,Hackensack Meridian Health,USA,79452a60-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:55:50.858999
opejfk@hmhn.org,Hackensack Meridian Health,USA,7b7b9260-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:55:54.578517
marketing@mountainsidehosp.com,Hackensack Meridian Health,USA,7dbd9320-8f8e-11f1-0000-f172209466bf,2026-08-03T22:55:58.362462
opeomc@hmhn.org,Hackensack Meridian Health,USA,801a47d0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:56:02.320721
operbmc@hmhn.org,Hackensack Meridian Health,USA,8258ed30-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:56:06.089874
opepmc@hmhn.org,Hackensack Meridian Health,USA,8491c630-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:56:09.820943
opermc@hmhn.org,Hackensack Meridian Health,USA,87078120-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:56:13.947954
opesomc@hmhn.org,Hackensack Meridian Health,USA,89495ad0-8f8e-11f1-0000-f172209466bf,2026-08-03T22:56:17.733016
procurement.helpdesk@liverpoolft.nhs.uk,Liverpool University Hospitals,UK,89af96b0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:56:18.400994
bmc.volunteers@hmhn.org,Hackensack Meridian Health,USA,8b9a0190-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:56:21.615894
your.name@northumbria-healthcare.nhs.uk,Northumbria Healthcare NHS,UK,8bf80010-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:56:22.231946
uhl-tr.pressoffice@nhs.net,University Hospitals of Leicester,UK,57507ae0-92a4-11f1-0040-f176249062bb,2026-08-07T21:09:57.192525
health.calhnclinicalworkerhealthservice@sa.gov.au,Royal Adelaide Hospital,Australia,59c4d640-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:10:01.297242
nmhs.integritydirectorate@health.wa.gov.au,Sir Charles Gairdner Perth,Australia,5c447c40-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:10:05.498304
saresneft@esneft.nhs.uk,East Suffolk & North Essex NHS,UK,5e92d910-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:10:09.353076
matthew.back@lhch.nhs.uk,Liverpool University Hospitals,UK,60d8f880-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:10:13.171055
gillian.donnelly@lhch.nhs.uk,Liverpool University Hospitals,UK,6332c700-92a4-11f1-0040-f11644f002db,2026-08-07T21:10:17.112384
ggc.complaints@nhs.scot,NHS Greater Glasgow and Clyde,UK,657515e0-92a4-11f1-0040-f176249062bb,2026-08-07T21:10:20.920688
ggc.data.protection@nhs.scot,NHS Greater Glasgow and Clyde,UK,67ae6410-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:10:24.635471
health.calhn.wellbeing@sa.gov.au,Royal Adelaide Hospital,Australia,69f9b3a0-92a4-11f1-0040-f11644f002db,2026-08-07T21:10:28.489149
infosharing@mh.org.au,Royal Melbourne Hospital,Australia,6c3a2dc0-92a4-11f1-0040-f11644f002db,2026-08-07T21:10:32.286141
releaseofinformation@svuh.ie,St. Vincent's Dublin,Ireland,6e8e2fe0-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:10:36.170381
info@mkc.ie,St. Vincent's Dublin,Ireland,70c86870-92a4-11f1-0040-f176249062bb,2026-08-07T21:10:39.901704
digitalcomms@belfasttrust.hscni.net,Belfast Health & Social Care,UK,72ff93c0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:10:43.622513
chelwest.anc.admin@nhs.net,Chelsea and Westminster NHS,UK,754cdf20-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:10:47.477558
caw-tr.westmidadmin17@nhs.net,Chelsea and Westminster NHS,UK,7784a6b0-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:10:51.198048
caw-tr.westmidadmin9@nhs.net,Chelsea and Westminster NHS,UK,79bb5cd0-92a4-11f1-0040-f11644f002db,2026-08-07T21:10:54.917511
communications@esneft.nhs.uk,East Suffolk & North Essex NHS,UK,7befc900-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:10:58.616666
communications@uhliverpool.nhs.uk,Liverpool University Hospitals,UK,7e240e20-92a4-11f1-0040-f11644f002db,2026-08-07T21:11:02.312216
communications@lwh.nhs.uk,Liverpool University Hospitals,UK,80587a50-92a4-11f1-0040-f176249062bb,2026-08-07T21:11:06.015245
press.office@ggc.scot.nhs.uk,NHS Greater Glasgow and Clyde,UK,828dd0e0-92a4-11f1-0040-f176249062bb,2026-08-07T21:11:09.720132
bame.networkadmin@stgeorges.nhs.uk,St George's University NHS,UK,84dcc9f0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:11:13.589143
rahsecuritycontrolroom@spotless.com.au,Royal Adelaide Hospital,Australia,8752d300-92a4-11f1-0040-f11644f002db,2026-08-07T21:11:17.781549
rahhelpdesk@spotless.com.au,Royal Adelaide Hospital,Australia,898c4840-92a4-11f1-0040-f11644f002db,2026-08-07T21:11:21.453295
ctc@mh.org.au,Royal Melbourne Hospital,Australia,8bead1b0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:11:25.431225
research@mh.org.au,Royal Melbourne Hospital,Australia,8e2f1c60-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:11:29.229215
rmhhisfaxrequests@mh.org.au,Royal Melbourne Hospital,Australia,9065f990-92a4-11f1-0040-f176249062bb,2026-08-07T21:11:32.946651
mh-policestatements@mh.org.au,Royal Melbourne Hospital,Australia,92a4ed10-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:11:36.711229
learn@mater.ie,Mater Hospital Dublin,Ireland,94dc3f70-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:11:40.429741
dataprotection@mater.ie,Mater Hospital Dublin,Ireland,970d5040-92a4-11f1-0040-f176249062bb,2026-08-07T21:11:44.106744
feedbackandcomplaints@svhg.ie,St. Vincent's Dublin,Ireland,993d9dc0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:11:47.779489
hr.reception@svuh.ie,St. Vincent's Dublin,Ireland,9b77af40-92a4-11f1-0040-f11644f002db,2026-08-07T21:11:51.516171
foi@svuh.ie,St. Vincent's Dublin,Ireland,9dad53f0-92a4-11f1-0040-f176249062bb,2026-08-07T21:11:55.221973
laurie@mkc.ie,St. Vincent's Dublin,Ireland,9fdf7630-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:11:58.908849
hrreception@svuh.ie,St. Vincent's Dublin,Ireland,a211e690-92a4-11f1-0040-f11644f002db,2026-08-07T21:12:02.592437
complaints.sppg@hscni.net,Belfast Health & Social Care,UK,a458f060-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:12:06.411003
publicliaison@belfasttrust.hscni.net,Belfast Health & Social Care,UK,a68d83a0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:12:10.111236
concerns@wales.nhs.uk,Cardiff and Vale Health Board,UK,a8c3c490-92a4-11f1-0040-f176249062bb,2026-08-07T21:12:13.832189
cav.concerns@wales.nhs.uk,Cardiff and Vale Health Board,UK,aaf76d70-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:12:17.519837
news@wales.nhs.uk,Cardiff and Vale Health Board,UK,ad2ac830-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:12:21.209932
foi.requests@wales.nhs.uk,Cardiff and Vale Health Board,UK,af5d5fa0-92a4-11f1-0040-f176249062bb,2026-08-07T21:12:24.896626
chelwest.appointment-enquiries@nhs.net,Chelsea and Westminster NHS,UK,b196fbf0-92a4-11f1-0040-f176249062bb,2026-08-07T21:12:28.628755
caw-tr.wm-bookingenquiries@nhs.net,Chelsea and Westminster NHS,UK,b3cd63f0-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:12:32.338779
caw-tr.radiology@nhs.net,Chelsea and Westminster NHS,UK,b6068b10-92a4-11f1-0040-f176249062bb,2026-08-07T21:12:36.073396
caw-tr.wm-ultra@nhs.net,Chelsea and Westminster NHS,UK,b83ca4f0-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:12:39.779740
caw-tr.surgicaladmissionsofficecwh@nhs.net,Chelsea and Westminster NHS,UK,ba8b01c0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:12:43.651084
caw-tr.cie@nhs.net,Chelsea and Westminster NHS,UK,bcc2a240-92a4-11f1-0040-f176249062bb,2026-08-07T21:12:47.374204
dhft.interpreterservices@nhs.net,Derby and Burton NHS Trust,UK,befd9e20-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:12:51.112206
bookings@cu-bsl.co.uk,Derby and Burton NHS Trust,UK,c133df10-92a4-11f1-0040-f11644f002db,2026-08-07T21:12:54.825222
assist@staffordshire.gov.uk,Derby and Burton NHS Trust,UK,c367af00-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:12:58.518870
patient.experience@esneft.nhs.uk,East Suffolk & North Essex NHS,UK,c5e5f570-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:13:02.699531
foi@esneft.nhs.uk,East Suffolk & North Essex NHS,UK,c81d95f0-92a4-11f1-0040-f176249062bb,2026-08-07T21:13:06.421134
apprenticeships@esneft.nhs.uk,East Suffolk & North Essex NHS,UK,ca689760-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:13:10.267390
recruitment@esneft.nhs.uk,East Suffolk & North Essex NHS,UK,cc9a4470-92a4-11f1-0040-f176249062bb,2026-08-07T21:13:13.952058
eastdun.hscpcomplaints@ggc.scot.nhs.uk,NHS Greater Glasgow and Clyde,UK,cee238a0-92a4-11f1-0040-f176249062bb,2026-08-07T21:13:17.780348
hscppa@eastrenfrewshire.gov.uk,NHS Greater Glasgow and Clyde,UK,d11f5760-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:13:21.534285
gchscpcomplaints@ggc.scot.nhs.uk,NHS Greater Glasgow and Clyde,UK,d351eed0-92a4-11f1-0040-f176249062bb,2026-08-07T21:13:25.220617
complaints.hscp@inverclyde.gov.uk,NHS Greater Glasgow and Clyde,UK,d59b90b0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:13:29.056642
renfrewshirehscp.complaints@ggc.scot.nhs.uk,NHS Greater Glasgow and Clyde,UK,d7cd64d0-92a4-11f1-0040-f176249062bb,2026-08-07T21:13:32.740706
wdhscp@west-dunbarton.gov.uk,NHS Greater Glasgow and Clyde,UK,da0b6df0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:13:36.497731
gchpcomplaints@ggc.scot.nhs.uk,NHS Greater Glasgow and Clyde,UK,dc5a8e10-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:13:40.381473
foi@ggc.scot.nhs.uk,NHS Greater Glasgow and Clyde,UK,debe2090-92a4-11f1-0040-f176249062bb,2026-08-07T21:13:44.473355
data.protection@ggc.scot.nhs.uk,NHS Greater Glasgow and Clyde,UK,e1a206a0-92a4-11f1-0040-f11644f002db,2026-08-07T21:13:49.236080
glasgowfnd@hotmail.com,NHS Greater Glasgow and Clyde,UK,e3fb8700-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:13:53.172487
ggc.patientexperience@nhs.scot,NHS Greater Glasgow and Clyde,UK,e6563fe0-92a4-11f1-0040-f176249062bb,2026-08-07T21:13:57.132711
loth.charity@nhs.scot,NHS Lothian Edinburgh,UK,e8f4df90-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:14:01.519026
diversity.inclusion@stgeorges.nhs.uk,St George's University NHS,UK,eb693af0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:14:05.632746
joseph.pavett-downer@stgeorges.nhs.uk,St George's University NHS,UK,edb574e0-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:14:09.493185
lgbtq@stgeorges.nhs.uk,St George's University NHS,UK,f0075420-92a4-11f1-0040-f176249062bb,2026-08-07T21:14:13.382034
gesh.comms@stgeorges.nhs.uk,St George's University NHS,UK,f366abc0-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:14:19.047409
members@stgeorges.nhs.uk,St George's University NHS,UK,f5df9b00-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:14:23.185162
uhl-tr.unpaidplacements@nhs.net,University Hospitals of Leicester,UK,f8334f00-92a4-11f1-0000-f1b2e054a67f,2026-08-07T21:14:27.089097
uhl.payrollassistance@civica.co.uk,University Hospitals of Leicester,UK,fa71cd50-92a4-11f1-0040-f176249062bb,2026-08-07T21:14:30.857327
emily.griffith-dixon@ywrec.com,University Hospitals of Leicester,UK,fcc3d3a0-92a4-11f1-0040-f11644f002db,2026-08-07T21:14:34.747164
stephanie.oconnell@kcr.ie,University Hospitals of Leicester,UK,ff232060-92a4-11f1-0000-f1a3f145b76e,2026-08-07T21:14:38.727320
uhl-tr.bookingcentre@nhs.net,University Hospitals of Leicester,UK,0193ab30-92a5-11f1-0040-f11644f002db,2026-08-07T21:14:42.845556
humc.volunteers@hmhn.org,Hackensack Meridian Health,USA,04154d00-92a5-11f1-0040-f176249062bb,2026-08-07T21:14:47.027266
jsumc.volunteers@hmhn.org,Hackensack Meridian Health,USA,06675350-92a5-11f1-0040-f176249062bb,2026-08-07T21:14:50.925786
jfk.volunteers@hmhn.org,Hackensack Meridian Health,USA,08a92d00-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:14:54.709218
volunteer@mountainsidehosp.com,Hackensack Meridian Health,USA,0afb3350-92a5-11f1-0040-f11644f002db,2026-08-07T21:14:58.599160
oumc.volunteers@hmhn.org,Hackensack Meridian Health,USA,0d43c3c0-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:15:02.431729
rbmc.volunteers@hmhn.org,Hackensack Meridian Health,USA,0f852840-92a5-11f1-0040-f11644f002db,2026-08-07T21:15:06.219600
pmc.volunteers@hmhn.org,Hackensack Meridian Health,USA,11de5a80-92a5-11f1-0040-f176249062bb,2026-08-07T21:15:10.157237
dawnn.depalma@hackensackumcpv.com,Hackensack Meridian Health,USA,14225710-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:15:13.954229
rmc.volunteers@hmhn.org,Hackensack Meridian Health,USA,16656940-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:15:17.748417
somc.volunteers@hmhn.org,Hackensack Meridian Health,USA,18b17c20-92a5-11f1-0040-f176249062bb,2026-08-07T21:15:21.603310
humanresources@hmhn.org,Hackensack Meridian Health,USA,1aedd790-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:15:25.360526
%20humanresources@hmhn.org,Hackensack Meridian Health,USA,1dd56720-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:15:30.226005
bac.teamhmh@ajg.com,Hackensack Meridian Health,USA,200cb980-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:15:33.949452
marc.corriveau@hfhs.org,Henry Ford Health,USA,224e4510-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:15:37.738314
schampa1@hfhs.org,Henry Ford Health,USA,24859770-92a5-11f1-0040-f11644f002db,2026-08-07T21:15:41.449691
patinq@hfhs.org,Henry Ford Health,USA,26bb3c20-92a5-11f1-0040-f11644f002db,2026-08-07T21:15:45.160220
jcanty1@hfhs.org,Henry Ford Health,USA,28f21950-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:15:48.870298
publicrelations@mdanderson.org,MD Anderson Cancer Center,USA,2b525070-92a5-11f1-0040-f176249062bb,2026-08-07T21:15:52.855341
giving@mdanderson.org,MD Anderson Cancer Center,USA,2d8b0260-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:15:56.584268
ptfamlia@musc.edu,MUSC Health,USA,2fd16ff0-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:16:00.398687
patientinput@moffitt.org,Moffitt Cancer Center,USA,320e1980-92a5-11f1-0040-f176249062bb,2026-08-07T21:16:04.153549
fcuinsurancenavigator@moffitt.org,Moffitt Cancer Center,USA,34425ea0-92a5-11f1-0040-f176249062bb,2026-08-07T21:16:07.853821
mshpatientrelations@mountsinai.org,Mount Sinai Health System,USA,367c4910-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:16:11.586577
msqpatientrelations@mountsinai.org,Mount Sinai Health System,USA,38b7ba20-92a5-11f1-0040-f176249062bb,2026-08-07T21:16:15.330577
mswpatientrelations@mountsinai.org,Mount Sinai Health System,USA,3aeb3bf0-92a5-11f1-0040-f11644f002db,2026-08-07T21:16:19.031572
patientrelations@nyee.edu,Mount Sinai Health System,USA,3d759050-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:16:23.284522
msmpatientrelations@mountsinai.org,Mount Sinai Health System,USA,3fdb6cc0-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:16:27.616632
msbpatientrep@mountsinai.org,Mount Sinai Health System,USA,423eff40-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:16:31.325706
mssnpatientrelations@mountsinai.org,Mount Sinai Health System,USA,44747ce0-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:16:35.024025
admissions@med.nyu.edu,NYU Langone Health,USA,46a6ed40-92a5-11f1-0040-f11644f002db,2026-08-07T21:16:38.711449
alumni@med.nyu.edu,NYU Langone Health,USA,48dc43d0-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:16:42.428006
news@nyulangone.org,NYU Langone Health,USA,4b2c2740-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:16:46.293473
askred+f@nyulangone.org,NYU Langone Health,USA,4d657570-92a5-11f1-0040-f176249062bb,2026-08-07T21:16:50.029079
webmaster@osumc.edu,OhioState Wexner Medical Center,USA,50487120-92a5-11f1-0040-f11644f002db,2026-08-07T21:16:54.875451
osucareconnection@osumc.edu,OhioState Wexner Medical Center,USA,53128da0-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:16:59.543215
james.patientexperience@osumc.edu,OhioState Wexner Medical Center,USA,554943c0-92a5-11f1-0040-f176249062bb,2026-08-07T21:17:03.258408
destinationmedicine@osumc.edu,OhioState Wexner Medical Center,USA,578ec6f0-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:17:07.072846
mycharttechsupport@osumc.edu,OhioState Wexner Medical Center,USA,59c2bdf0-92a5-11f1-0040-f176249062bb,2026-08-07T21:17:10.771431
compliance@osumc.edu,OhioState Wexner Medical Center,USA,5c06ba80-92a5-11f1-0040-f11644f002db,2026-08-07T21:17:14.571247
donors@stjude.org,St. Jude Children's,USA,5e859d30-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:17:18.759083
referringphysiciansoffice@stjude.org,St. Jude Children's,USA,60bf1270-92a5-11f1-0040-f176249062bb,2026-08-07T21:17:22.485386
tributes@stjude.org,St. Jude Children's,USA,62f9c030-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:17:26.225575
giftplanning@stjude.org,St. Jude Children's,USA,653aaf80-92a5-11f1-0040-f176249062bb,2026-08-07T21:17:30.025110
workplacegiving@stjude.org,St. Jude Children's,USA,67781c60-92a5-11f1-0040-f11644f002db,2026-08-07T21:17:33.770212
matchinggifts@stjude.org,St. Jude Children's,USA,69b5d760-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:17:37.528717
hopecatalog@stjude.org,St. Jude Children's,USA,6beab8c0-92a5-11f1-0040-f176249062bb,2026-08-07T21:17:41.230323
donorexperience@stjude.org,St. Jude Children's,USA,6e53f090-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:17:45.271438
patientrelations@tgh.org,Tampa General Hospital,USA,708ec560-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:17:49.010847
joinourteam@tgh.org,Tampa General Hospital,USA,72c83aa0-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:17:52.744260
volunteer@tgh.org,Tampa General Hospital,USA,751e3890-92a5-11f1-0040-f176249062bb,2026-08-07T21:17:56.664790
hs-privacyprogram@ucdavis.edu,UC Davis Health,USA,778bdd30-92a5-11f1-0040-f11644f002db,2026-08-07T21:18:00.742930
hs-publicaffairs@ucdavis.edu,UC Davis Health,USA,79d753d0-92a5-11f1-0040-f11644f002db,2026-08-07T21:18:04.598452
pricingtransparency@ucsf.edu,UCSF Medical Center,USA,7c24ed50-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:18:08.453736
patientestimate@ucsf.edu,UCSF Medical Center,USA,7f370f50-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:18:13.604101
managed.care@uchospitals.edu,UChicago Medicine,USA,81aace70-92a5-11f1-0040-f176249062bb,2026-08-07T21:18:17.893652
safetyrisk@uchospitals.edu,UChicago Medicine,USA,84abb260-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:18:22.762410
patientsafetyreport@jointcommission.org,UChicago Medicine,USA,87231b00-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:18:26.898555
news@uchicagomedicine.org,UChicago Medicine,USA,897c7450-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:18:30.836061
privacy@uchicagomedicine.org,UChicago Medicine,USA,8bee85c0-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:18:34.946042
interpreterservices2@uchicagomedicine.org,UChicago Medicine,USA,8e6c2ff0-92a5-11f1-0040-f176249062bb,2026-08-07T21:18:39.118551
givetomedicine@bsd.uchicago.edu,UChicago Medicine,USA,911508d0-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:18:43.579937
foundation@ingalls.org,UChicago Medicine,USA,93795ea0-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:18:47.591207
help@myupmc.com,UPMC,USA,95d7c100-92a5-11f1-0040-f176249062bb,2026-08-07T21:18:51.566997
webmaster@urmc.rochester.edu,UR Medicine Rochester,USA,98754f40-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:18:55.959961
jmh-wecare@urmc.rochester.edu,UR Medicine Rochester,USA,9b177160-92a5-11f1-0000-f1a3f145b76e,2026-08-07T21:19:00.380035
meghangonzales@wellsvilleny.com,UR Medicine Rochester,USA,9d644790-92a5-11f1-0040-f11644f002db,2026-08-07T21:19:04.229849
jobsatjmh@urmc.rochester.edu,UR Medicine Rochester,USA,9fc282e0-92a5-11f1-0000-f1b2e054a67f,2026-08-07T21:19:08.209317
noyes-patientrelations@urmc.rochester.edu,UR Medicine Rochester,USA,a201eb90-92a5-11f1-0040-f176249062bb,2026-08-07T21:19:12.196696
complaint@jointcommission.org,UR Medicine Rochester,USA,a4ad8390-92a5-11f1-0040-f11644f002db,2026-08-07T21:19:16.489832
